text,label
"Sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even Freeman ca n't save it .",very negative
Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .,very positive
"Tells a fascinating , compelling story .",very positive
"The inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line .",neutral
The pace and the visuals are so hyped up that a curious sense of menace informs everything .,neutral
A few pieces of the film buzz and whir ; very little of it actually clicks .,negative
"It is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .",positive
"Laughably , irredeemably awful .",very negative
This is not an easy film .,negative
"Like a veteran head cutter , Barbershop is tuned in to its community .",positive
"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",positive
A family-friendly fantasy that ends up doing very little with its imaginative premise .,neutral
"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",very negative
But ticket-buyers with great expectations will wind up as glum as Mr. De Niro .,very negative
"But Windtalkers does n't beat that one , either .",negative
"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .",negative
Has a customarily jovial air but a deficit of flim-flam inventiveness .,negative
"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",very positive
"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .",positive
A remarkable film by Bernard Rose .,very positive
"A big , loud , bang-the-drum bore .",negative
"Some movies can get by without being funny simply by structuring the scenes as if they were jokes : a setup , delivery and payoff .",neutral
"The histrionic muse still eludes Madonna and , playing a charmless witch , she is merely a charmless witch .",negative
"It 's a square , sentimental drama that satisfies , as comfort food often can .",positive
When the twist endings were actually surprising ?,neutral
"Argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock .",positive
Definitely worth 95 minutes of your time .,very positive
As steamy as last week 's pork dumplings .,very negative
"We can tell what it is supposed to be , but ca n't really call it a work of art .",negative
"Fails in making this character understandable , in getting under her skin , in exploring motivation ... Well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",very negative
Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .,positive
... Rogers 's mouth never stops shut about the war between the sexes and how to win the battle .,positive
"At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",positive
Not at all clear what it 's trying to say and even if it were -- I doubt it would be all that interesting .,very negative
"I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .",negative
"It 's at once laughable and compulsively watchable , in its committed dumbness .",positive
"This fascinating look at Israel in ferment feels as immediate as the latest news footage from Gaza and , because of its heightened , well-shaped dramas , twice as powerful .",very positive
That the film opens with maggots crawling on a dead dog is not an out of place metaphor .,negative
The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge,neutral
One gets the impression the creators of Do n't Ask Do n't Tell laughed a hell of a lot at their own jokes .,neutral
I liked a lot of the smaller scenes .,positive
near the end takes on a whole other meaning .,neutral
Kids who are into this Thornberry stuff will probably be in wedgie heaven .,positive
A very depressing movie of many missed opportunities .,very negative
"feeling to it , but like the 1920 's , the trip there is a great deal of fun .",positive
"This odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in Morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .",very positive
A compelling motion picture that illustrates an American tragedy .,very positive
The premise of Jason X is silly but strangely believable .,positive
This follow-up seems so similar to the 1953 Disney classic that it makes one long for a geriatric Peter .,neutral
This film can only point the way -- but thank goodness for this signpost .,positive
"A naturally funny film , Home Movie makes you crave Chris Smith 's next movie .",very positive
One of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect .,positive
"A weird , arresting little ride .",positive
"This sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .",very positive
Contradicts everything we 've come to expect from movies nowadays .,positive
By turns very dark and very funny .,very positive
"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",very negative
Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .,negative
"At its best , it 's Black Hawk Down with more heart .",positive
Beautiful to watch and holds a certain charm .,very positive
"When all is said and done , she loves them to pieces -- and so , I trust , will you .",positive
Cage makes an unusual but pleasantly haunting debut behind the camera .,positive
The Good Girl is a film in which the talent is undeniable but the results are underwhelming .,negative
Very well-written and very well-acted .,very positive
"In its dry and forceful way , it delivers the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's Land .",positive
Drowning 's too good for this sucker .,negative
Quelle surprise !,neutral
So original in its base concept that you can not help but get caught up .,very positive
"After a while , Hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial .",negative
This is an exercise not in biography but in hero worship .,negative
"But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .",positive
"A venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 's understanding of the expressive power of the camera .",very positive
"Instead of trying to bust some blondes , ( Diggs ) should be probing why a guy with his talent ended up in a movie this bad .",negative
A tour de force of modern cinema .,positive
"Instead of making his own style , director Marcus Adams just copies from various sources -- good sources , bad mixture",very negative
"The film makes strong arguments regarding the social status of America 's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get .",neutral
( Breheny 's ) lensing of the New Zealand and Cook Island locations captures both the beauty of the land and the people .,very positive
... `` Bowling for Columbine '' remains a disquieting and thought-provoking film ...,positive
"Steers , in his feature film debut , has created a brilliant motion picture .",very positive
"While most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world .",positive
I found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,negative
"This is n't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work .",neutral
"I admire it and yet can not recommend it , because it overstays its natural running time .",negative
"The kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ; their parents , wise folks that they are , read books .",negative
Swiftly deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress Andie MacDowell .,very negative
"... is there a deeper , more direct connection between these women , one that spans time and reveals meaning ?",neutral
"While there 's likely very little crossover appeal to those without much interest in the Elizabethans ( as well as rank frustration from those in the know about Rubbo 's dumbed-down tactics ) , Much Ado About Something is an amicable endeavor .",positive
Serious and thoughtful .,very positive
"Lovingly photographed in the manner of a Golden Book sprung to life , Stuart Little 2 manages sweetness largely without stickiness .",very positive
The difference between Cho and most comics is that her confidence in her material is merited .,positive
"The movie is amateurish , but it 's a minor treat .",positive
"Such a fine idea for a film , and such a stultifying , lifeless execution .",negative
Each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,neutral
"At a time when commercialism has squeezed the life out of whatever idealism American moviemaking ever had , Godfrey Reggio 's career shines like a lonely beacon .",positive
"Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",very negative
The first five minutes will have you talking 'til the end of the year !,positive
"The band performances featured in Drumline are red hot ... ( but ) from a mere story point of view , the film 's ice cold .",neutral
"A playful Iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .",positive
"Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .",positive
into Scrooge .,neutral
Troll the cult section of your local video store for the real deal .,neutral
Let 's hope not .,neutral
"The Tuxedo was n't just bad ; it was , as my friend David Cross would call it , ` Hungry-Man portions of bad ' .",negative
"Shanghai Ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .",neutral
"There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",negative
"By the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .",neutral
Eckstraordinarily lame and Severely boring .,neutral
"No , I hate it .",very negative
"A formula family tearjerker told with a heavy Irish brogue ... accentuating , rather than muting , the plot 's saccharine thrust .",positive
Another love story in 2002 's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,positive
"As Schmidt , Nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance .",neutral
Serious movie-goers embarking upon this journey will find that The Road to Perdition leads to a satisfying destination .,very positive
"One of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",neutral
But it does somehow manage to get you under its spell .,positive
"If you are curious to see the darker side of what 's going on with young TV actors ( Dawson Leery did what ?!? ) , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie .",negative
"On a certain base level , Blue Crush delivers what it promises , just not well enough to recommend it .",neutral
"Earnest , unsubtle and Hollywood-predictable , Green Dragon is still a deeply moving effort to put a human face on the travail of thousands of Vietnamese .",positive
"It may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .",positive
"What I saw , I enjoyed .",very positive
Entertaining but like shooting fish in a barrel .,neutral
A feel-good movie that does n't give you enough to feel good about .,negative
"A melancholy , emotional film .",neutral
"As it stands , there 's some fine sex onscreen , and some tense arguing , but not a whole lot more .",neutral
"insightfully written , delicately performed",very positive
One of the most splendid entertainments to emerge from the French film industry in years .,very positive
"A very familiar tale , one that 's been told by countless filmmakers about Italian - , Chinese - , Irish - , Latin - , Indian - , Russian - and other hyphenate American young men struggling to balance conflicting cultural messages .",neutral
"It lets you brush up against the humanity of a psycho , without making him any less psycho .",positive
"Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .",very positive
Its director 's most substantial feature for some time .,positive
The large-format film is well suited to capture these musicians in full regalia and the incredible IMAX sound system lets you feel the beat down to your toes .,very positive
The director 's many dodges and turns add up to little more than a screenful of gamesmanship that 's low on both suspense and payoff .,negative
Baby-faced Renner is eerily convincing as this bland blank of a man with unimaginable demons within .,positive
Kapur 's contradictory feelings about his material result in a movie that works against itself .,negative
"Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",positive
A heroic tale of persistence that is sure to win viewers ' hearts .,very positive
"Louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother Hoffman 's script stumbles over a late-inning twist that just does n't make sense .",negative
"A genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .",very positive
There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .,negative
"I have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .",neutral
"A movie that will surely be profane , politically charged music to the ears of Cho 's fans .",positive
"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",positive
"Then again , in a better movie , you might not have noticed .",very negative
"In the end , Tuck Everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .",negative
A sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother .,positive
"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",very negative
"In the real world , an actor this uncharismatically beautiful would have a résumé loaded with credits like `` Girl in Bar # 3 . ''",negative
An overly melodramatic but somewhat insightful French coming-of-age film ...,neutral
Anyone else seen this before ?,neutral
"About Schmidt is Nicholson 's goofy , heartfelt , mesmerizing King Lear .",positive
"A dull , dumb and derivative horror film .",very negative
"Barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .",very positive
The movie is too impressed with its own solemn insights to work up much entertainment value .,negative
"The film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality .",positive
"LaBute ca n't avoid a fatal mistake in the modern era : He 's changed the male academic from a lower-class Brit to an American , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film .",neutral
"Sinks into the usual cafeteria goulash of fart jokes , masturbation jokes , and racist Japanese jokes .",neutral
Mildly entertaining .,neutral
A smart little indie .,positive
"For casual moviegoers who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson 's Creek , they 'll probably run out screaming .",negative
A clever script and skilled actors bring new energy to the familiar topic of office politics .,positive
Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .,positive
"It 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible .",positive
"I am not generally a huge fan of cartoons derived from TV shows , but Hey Arnold !",positive
"Everything about The Quiet American is good , except its timing .",positive
"Despite its Hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` Lilo '' could have been pulled from a tear-stained vintage Shirley Temple script .",negative
Those of you who are not an eighth grade girl will most likely doze off during this one .,very negative
"Tykwer 's surface flash is n't just a poor fit with Kieslowski 's lyrical pessimism ; it completely contradicts everything Kieslowski 's work aspired to , including the condition of art .",very negative
Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .,very negative
Highly watchable stuff .,very positive
"Mastering its formidable arithmetic of cameras and souls , Group articulates a flood of emotion .",positive
"It is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .",very positive
Ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,neutral
This is a film tailor-made for those who when they were in high school would choose the Cliff-Notes over reading a full-length classic .,negative
"entertaining enough , but nothing new",negative
"It 's rare to find a film to which the adjective ` gentle ' applies , but the word perfectly describes Pauline & Paulette .",positive
Weiss and Speck never make a convincing case for the relevance of these two 20th-century footnotes .,neutral
But the movie that does n't really deliver for country music fans or for family audiences,very negative
"The movie is well crafted , and well executed .",very positive
Earnest and tentative even when it aims to shock .,neutral
Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,negative
"The images lack contrast , are murky and are frequently too dark to be decipherable .",negative
It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,positive
"It 's a spectacular performance - ahem , we hope it 's only acting .",positive
Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .,positive
It 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .,positive
"A movie that both thrills the eye and , in its over-the-top way , touches the heart .",very positive
"is the kind of movie that 's critic-proof , simply because it aims so low .",negative
The Sundance Film Festival has become so buzz-obsessed that fans and producers descend upon Utah each January to ferret out The Next Great Thing .,neutral
"That Jack Nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .",very positive
"Passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone .",positive
Simply does n't have sufficient heft to justify its two-hour running time .,neutral
Superb production values & Christian Bale 's charisma make up for a derivative plot .,positive
An awful movie that will only satisfy the most emotionally malleable of filmgoers .,very negative
"If Disney 's Cinderella proved that ' a dream is a wish your heart makes , ' then Cinderella II proves that a nightmare is a wish a studio 's wallet makes .",negative
"It has no affect on the Kurds , but it wore me down .",negative
"With elements cribbed from Lang 's Metropolis , Welles ' Kane , and Eisenstein 's Potemkin , the true wonder of Rintarô 's Metropolis is the number of lasting images all its own .",neutral
"O.K. , not really .",neutral
"If swimfan does catch on , it may be because teens are looking for something to make them laugh .",negative
there is truth here,positive
Taken outside the context of the current political climate ( see : terrorists are more evil than ever ! ),negative
The troubling thing about Clockstoppers is that it does n't make any sense .,negative
It all looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer .,negative
"Successfully blended satire , high camp and yet another sexual taboo into a really funny movie .",positive
It 's a satisfying summer blockbuster and worth a look .,positive
"What Bloody Sunday lacks in clarity , it makes up for with a great , fiery passion .",neutral
"Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .",positive
"( A ) soulless , stupid sequel ...",very negative
"A bittersweet film , simple in form but rich with human events .",positive
As refreshing as a drink from a woodland stream .,positive
"A fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .",very positive
More of an intriguing curiosity than a gripping thriller .,neutral
"Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .",negative
One of the very best movies ever made about the life of moviemaking .,very positive
"In Moonlight Mile , no one gets shut out of the hug cycle .",neutral
"If cinema had been around to capture the chaos of France in the 1790 's , one imagines the result would look like something like this .",positive
"Kitschy , flashy , overlong soap opera .",very negative
Samuel L. Jackson is one of the best actors there is .,very positive
The story has little wit and no surprises .,negative
Represents a worthy departure from the culture clash comedies that have marked an emerging Indian American cinema .,positive
"The story that emerges has elements of romance , tragedy and even silent-movie comedy .",positive
Even the digressions are funny .,positive
The thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they 'll get plenty ) fills me with revulsion .,very negative
A perfectly competent and often imaginative film that lacks what little Lilo & Stitch had in spades -- charisma .,neutral
The film is a verbal duel between two gifted performers .,very positive
You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,very negative
Oscar caliber cast does n't live up to material,negative
"While Hollywood Ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .",negative
"Impossible as it may sound , this film 's heart is even more embracing than Monty , if only because it accepts nasty behavior and severe flaws as part of the human condition .",very positive
The comedy Death to Smoochy is a rancorous curiosity : a movie without an apparent audience .,negative
"The film is a blunt indictment , part of a perhaps surreal campaign to bring Kissinger to trial for crimes against humanity .",neutral
Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,positive
This one is strictly a lightweight escapist film .,neutral
Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .,negative
All of the filmmakers ' calculations ca n't rescue Brown Sugar from the curse of blandness .,very negative
"A headline-fresh thriller set among orthodox Jews on the West Bank , Joseph Cedar 's Time Of Favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity .",positive
"Told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject .",negative
"Until it goes off the rails in its final 10 or 15 minutes , Wendigo , Larry Fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .",positive
What makes the movie special is its utter sincerity .,positive
"It may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding .",positive
At its best ( and it does have some very funny sequences ) Looking for Leonard reminds you just how comically subversive silence can be .,neutral
` Tobey Maguire is a poster boy for the geek generation . ',neutral
Hey Arnold !,neutral
The fact that the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films does n't bode well for the rest of it .,negative
"The best didacticism is one carried by a strong sense of humanism , and Bertrand Tavernier 's oft-brilliant Safe Conduct ( `` Laissez-passer '' ) wears its heart on its sleeve .",very positive
"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",very positive
"Too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks .",negative
"Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",negative
is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,very negative
Surprisingly insightful,positive
A less-than-thrilling thriller .,very negative
The vistas are sweeping and the acting is far from painful .,neutral
A wildly entertaining scan of Evans ' career .,very positive
"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",very positive
"For all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .",very negative
"The messy emotions raging throughout this three-hour effort are instantly recognizable , allowing the film to paradoxically feel familiar and foreign at the same time .",neutral
"Even though it 's common knowledge that Park and his founding partner , Yong Kang , lost Kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .",positive
"With tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool .",negative
"An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .",very positive
"Like any good romance , Son of the Bride , proves it 's never too late to learn .",positive
The same should go for movie theaters .,neutral
Entertainment more disposable than Hanna-Barbera 's half-hour cartoons ever were .,neutral
The film was immensely enjoyable thanks to great performances by both Steve Buscemi and Rosario Dawson ...,very positive
"Everyone 's insecure in Lovely and Amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .",very positive
Rodriguez has the chops of a smart-aleck film school brat and the imagination of a big kid ...,positive
"A series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .",negative
"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",neutral
"Driven by a fantastic dual performance from Ian Holm ... the film is funny , insightfully human and a delightful lark for history buffs .",very positive
"My precious new Star Wars movie is a lumbering , wheezy drag ...",very negative
"Time literally stops on a dime in the tries-so-hard-to-be-cool `` Clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life .",very negative
"Indeed , none of these words really gets at the very special type of badness that is Deuces Wild .",neutral
"Too damn weird to pass up , and for the blacklight crowd , way cheaper ( and better ) than Pink Floyd tickets .",positive
A pure participatory event that malnourished intellectuals will gulp down in a frenzy .,neutral
"And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .",very positive
It is hard not to be especially grateful for freedom after a film like this .,positive
It 's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good .,neutral
"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .",positive
Not one moment in the enterprise did n't make me want to lie down in a dark room with something cool to my brow .,neutral
A dark comedy that goes for sick and demented humor simply to do so .,negative
A delightful entree in the tradition of food movies .,very positive
"The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",negative
"Kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .",very positive
"The actors are simply too good , and the story too intriguing , for technical flaws to get in the way .",very positive
"No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive .",negative
I 'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment .,negative
The script is too mainstream and the psychology too textbook to intrigue .,negative
"Contrived as this may sound , Mr. Rose 's updating works surprisingly well .",positive
Funny and also heartwarming without stooping to gooeyness .,positive
Maid in Manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .,very negative
"If Signs is a good film , and it is , the essence of a great one is in there somewhere .",neutral
"S1M0NE 's satire is not subtle , but it is effective .",positive
Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .,positive
Michel Piccoli 's moving performance is this films reason for being .,positive
I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !,very positive
"Perhaps not since Nelson Eddy crooned his Indian Love Call to Jeanette MacDonald has there been a movie so unabashedly Canadian , not afraid to risk American scorn or disinterest .",neutral
Igby Goes Down is one of those movies .,neutral
"As a girl-meets-girl romantic comedy , Kissing Jessica Steinis quirky , charming and often hilarious .",very positive
It is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !,very negative
"Tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances .",positive
